recon_loss,KL,disnt_basal,disnt_after,r2_mean,r2_var,adv_loss,penalty_adv,adv_perts,acc_perts,penalty_perts,epoch,mode
5153.455078125,,0.4942708333333333,1.0,-0.07874566316604614,-145.71312713623047,,,,,,0,valid
5603.845947265625,,0.0,0.0,-0.6290896280358236,-79.91911445723639,2.7350058555603027,0.18797433376312256,2.7350058555603027,0.06402278505265713,0.18797433376312256,0,train
5145.71728515625,,0.49114583333333334,1.0,-0.07493007183074951,-145.02535247802734,,,,,,1,valid
5478.857604980469,,0.0,0.0,-0.5133744078791804,-71.96830222341751,2.7306971549987793,0.16563436686992644,2.7306971549987793,0.04352106366422959,0.16563436686992644,1,train
